RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
202660,Australian Seafood Platter,142878,NotQuiteVegetarian,NA,PT20M,PT20M,2006-12-30T22:19:00Z,"A really, really easy to prepare, but impressive looking dish; great for summer entertaining! Adapted from the Australian Womens' Weekly Dinner Party series of cookbooks; this was from Cookbook No. 2.  The original recipe included crab and mussels; along with 3 recipes for sauces - Chilli Cocktail, Lemon Tartare and Louis.  For ease of preparation, I substitute  additional oysters, prawns and salmon for the crab and mussel; and use bought Thousand Island and Tartare Sauce.  To make this a really Australian dish, use Tasmanian oysters and salmon; and Australian-caught lobsters and prawns.  Can be prepared a few hours ahead and refrigerated until ready to serve.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/26/60/pic6qswSZ.jpg""",Australian,"c(""< 30 Mins"", ""Easy"")","c(""2"", ""24"", ""18"", ""12"", ""50"", ""1"", NA, ""1"", NA, NA, NA, NA)","c(""lobsters"", ""smoked salmon"", ""red caviar"", ""avocado"", ""lemon juice"", ""lemon wedge"", ""capers"", ""parsley"")",5,1,454.2,12.5,2.4,398,1062.5,13.9,2.5,1,68.9,6,NA,"c(""Cut lobsters in half lengthwise."", ""Unsing fingers, ease meat out of tails in one piece."", ""Wash two shells, slice meat evenly, toss meat in lemon juice, pile meat into shells."", ""Arrange on serving paltter."", ""Shell prawns, remove back vein, place on platter."", ""Sprinkle a little red caviar on each oyster, place on platter."", ""Roll up salmon, place on serving platter, garnish with a few capers and onion rings."", ""Decorate seafood platter with wedges of lemon, wedges of avocade tossed in french dressing and sprigs of watercress or parsley."", 
""Serve with your choice of sauces; we use bought Thousand Island and Tartare Sauce."")"
202489,Mom's Simple Goulash,409382,TaraAnn66,PT30M,PT15M,PT45M,2006-12-30T16:00:00Z,I actually think my mom got this from an aunt of mine...so simple and you can add anything!  We added a couple of things to the original...,character(0),Stew,"c(""One Dish Meal"", ""Low Cholesterol"", ""Healthy"", ""< 60 Mins"", ""Beginner Cook"", ""Easy"")","c(""1"", ""1"", ""1"", ""1 1/2"", ""1"", ""1"", ""1"", NA, NA, NA)","c(""lean hamburger"", ""green pepper"", ""sweet onion"", ""elbow macaroni"", ""tomato sauce"", ""stewed tomatoes"", ""ground black pepper"", ""salt"")",5,3,267.2,3.7,1.2,16.2,567.6,46.5,4.7,10.8,14.2,4,NA,"c(""Fry hamburger, pepper, and onion in large skillet."", ""Drain fat if needed (if you're not sure, you can also only cook the macaroni part way so that while simmering the uncooked pasta will soak up excess moisture when added to the mixture)."", ""Add remaining ingredients and heat well."", ""Add macaroni and heat through."")"
202490,Barefoot Contessa's Mashed Potatoes,67103,Juenessa,PT20M,PT25M,PT45M,2006-12-30T16:00:00Z,"From Barefoot Contessa Family Style cookbook, 2002.  My kids love these mashed potatoes and request them often!","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/24/90/8NPCG3iT42NfWQnhhPew_Barefoot%20Contessa%27s%20Mashed%20Potatoes_7198.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/24/90/LqY6VEFRvyYyJle4UTUQ_Barefoot%20Contessa%27s%20Mashed%20Potatoes_7177.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/24/90/picDgmtOY.jpg"")",Potato,"c(""Vegetable"", ""Low Protein"", ""< 60 Mins"")","c(""3"", ""2"", ""1/4"", ""1/2 - 1"", ""1/2"", ""1/2"")","c(""boiling potatoes"", ""kosher salt"", ""unsalted butter"", ""half-and-half"", ""sour cream"", ""fresh ground black pepper"")",5,7,400.8,21.9,13.7,56.6,611,47.5,4.1,2,5.6,6,NA,"c(""Cook the potatoes in a large pot of boiling salted water for 15 to 20 minutes, until very tender."", ""Meanwhile, heat the butter and half-and-half in a small saucepan."", ""Drain the potatoes."", ""While still hot, place the potatoes in the bowl of an electric mixer fitted with the paddle attachment."", ""With the mixer on low speed, slowly add the hot half-and-half mixture, the sour cream, 2 teaspoons salt, and the pepper."", ""Mix until the potatoes are mashed but not completely smooth."", ""Serve hot.""
)"
202493,Mini Quiche,142878,NotQuiteVegetarian,PT15M,PT15M,PT30M,2006-12-30T16:01:00Z,Vive la France!  The &quot;French Connection&quot; for our Australia Day feast! Another recipe from www.pampas.com.  Adapt the filling to suit your taste.,character(0),Australian,"c(""< 30 Mins"", ""Easy"")","c(""2"", ""1"", ""1 -2"", ""1/2"", ""2"", ""1/2"", NA)","c(""puff pastry"", ""onion"", ""bacon"", ""cheese"", ""eggs"", ""milk"")",NA,NA,136,9.4,2.7,20.5,90,10.2,0.4,0.4,2.8,NA,24 mini quiches,"c(""Preheat oven 220°C"", ""Cut 24, 6.5 cm circles from pastry and place in patty tins."", ""Divide onion, bacon and cheese between patty tins."", ""Combine eggs, milk and seasonings and pour into filled patty tins."", ""Bake at 220° C for 10-15 minutes."")"
202494,Mini Sausage Rolls,142878,NotQuiteVegetarian,PT25M,PT15M,PT40M,2006-12-30T16:01:00Z,"An Australian icon turned appetiser - serve with tomato sauce (ketchup) for dipping and don't forget the serviettes! This recipe freezes very well unbaked.  Cook from frozen, increasing baking time by 5 minutes. From www.pampaspastry.com.",character(0),Meat,"c(""Australian"", ""< 60 Mins"")","c(""3"", ""1/2"", ""1"", ""1"", ""1/2"", NA, ""500"", ""1"")","c(""hot water"", ""sausage meat"", ""onion"", ""mixed herbs"", ""puff pastry"", ""egg"")",5,1,457.7,36.4,11.3,82.6,727.6,13.8,0.5,0.6,17.6,NA,20-24 mini sausage rolls,"c(""Pre-heat oven to 220ºC."", ""Remove crusts from bread, then soak slices in hot water for 5 minutes. Squeeze out excess water."", ""Combine bread, sausage meat, onion, herbs and seasonings. Mix well."", ""Unroll approximately 12 cm of thawed puff pastry, lightly brush the surface with water."", ""Using a teaspoon, spoon a portion of meat mixture down the middle of the pastry strip."", ""Fold pastry over filling and seal edges."", ""With a sharp knife cut each strip into 4 sausage rolls."", ""Continue with remaining meat and pastry. Glaze."", 
""Place on ungreased baking tray."", ""Bake for 20-25 minutes, or until golden."")"
202495,Italian Casserole (Rigatoni and Cheese With Tomato Sauce),125640,littleturtle,PT50M,PT10M,PT1H,2006-12-30T16:01:00Z,Make and share this Italian Casserole (Rigatoni and Cheese With Tomato Sauce) recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/24/95/picZsuXxw.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/24/95/pic4y5YiX.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/24/95/picr8mu4S.jpg"")",One Dish Meal,"c(""Cheese"", ""Vegetable"", ""Hawaiian"", ""European"", ""High In..."", ""Winter"", ""Savory"", ""< 60 Mins"", ""Oven"", ""Easy"")","c(""1"", ""2"", ""2"", ""1/2"", ""1/2"", ""3"", ""1"", ""1/2"")","c(""rigatoni pasta"", ""elbow macaroni"", ""tomato sauce"", ""dried oregano"", ""dried basil"", ""salt"", ""garlic cloves"", ""swiss cheese"", ""mozzarella cheese"", ""butter"")",4,7,458.3,24.1,14.5,104.4,727.6,41.7,2.9,5.1,20,NA,NA,"c(""Preheat oven to 350°F."", ""In a large pot of boiling salted water, cook rigatoni according to package directions until al dente; drain."", ""Combine tomato sauce with seasonings, and simmer, uncovered, for 10 minuntes."", ""Add sauce to pasta and toss to coat."", ""In a baking dish, arrange pasta and cheese in layers, ending with cheese."", ""Pour melted butter over all."", ""Bake, covered, for 15 minutes."", ""Uncover, and bake for another 15 minutes."", ""To freeze: Undercook pasta by a minute or two. Assemble dish as directed. Wrap with plastic wrap and then foil. Label and freeze."", 
""To serve: Thaw in fridge. Remove plastic wrap and recover with foil. Bake as directed for 20 minutes. Then uncover and bake 15 more minutes."")"
202496,Cream of Artichoke Soup With Chervil and Fried Artichokes,34146,Dee514,PT50M,PT30M,PT1H20M,2006-12-30T16:01:00Z,Posted by request...This recipe is from THE PANERA BREAD COOKBOOK: Breadmaking Essentials and Recipes from America's Favorite Bakery-Cafe by the Panera Bread Team. Recipes by Ward Bradshaw and Joel Cammett. &copy; 2004 by Panera Bread.,character(0),Vegetable,"c(""Stove Top"", ""< 4 Hours"")","c(""4"", ""8"", ""1"", ""2"", ""8"", ""7"", ""6"", ""1"", NA, ""1"", NA)","c(""water"", ""artichokes"", ""olive oil"", ""unsalted butter"", ""fresh chervil"", ""heavy cream"")",5,1,427.4,27.5,15,71.3,435.1,39.7,8.4,0.3,9.2,8,NA,"c(""Bring the water to a boil in an 8-quart pot."", ""Trim the top third off each artichoke and discard, along with the stems. The bottom two-thirds of each artichoke should remain in tact."", ""Set 2 artichoke bottoms aside, quarter the other 6 artichoke bottoms and toss with the lemon juice and olive oil."", ""Transfer quartered artichokes, lemon juice, and oil to the water and boil for 10 minutes. Drain artichokes."", ""Melt 4 tablespoons of butter in a 4-quart pot and add the cooked artichokes."", ""Stir them over low heat for about 10 minutes, be careful not to let the butter burn."", 
""Pour in the stock and boil for 20 minutes."", ""Melt the remaining 4 tablespoons of butter. Dip the bread slices into the melted butter and sauté over medium heat until golden brown, 3 to 4 minutes per side."", ""Add the cooked bread to the pot with the artichokes and simmer for 5 minutes."", ""Remove from heat and add the cream."", ""Season with salt and pepper to taste."", ""Puree the soup in a food processor, then run it through a food mill until smooth."", ""Cool 1-1/2 cups of soup in the freezer."", ""Puree the chervil in the chilled soup (make sure the soup is cold before you puree the chervil, because if it is hot, the chervil will turn brown)."", 
""Heat the chervil mixture to 200ºF."", ""Thinly slice the reserved artichoke bottoms and fry in vegetable oil until golden brown, about 2 to 3 minutes."", ""Drain on a paper towel to absorb excess oil."", ""Evenly distribute the hot soup among 8 bowls. Drizzle the chervil mixture over the soup and garnish with the fried artichokes."")"
202497,Fidget Pie,349071,JustEmma,PT45M,PT20M,PT1H5M,2006-12-30T16:01:00Z,"This traditional English pie is always appreciated in our house. It's a two-crust savoury pie that's very economical to make and uses up those orchard apples! The combination of apples and pork is always a winner and never fails to remind me of falling leaves and chilly Autumn evenings. I do this by eye at home, sometimes adding a little more cornflour if I think the sauce won't be thick enough or adding a little more ham/onions. I also sometimes throw in some chopped mushrooms. It's a very forgiving recipe so I'd suggest 'tweaking' to get the balance of cider/creamyness your family likes and throwing in more veg if you wish.",character(0),Savory Pies,"c(""Pork"", ""Apple"", ""Fruit"", ""Meat"", ""European"", ""Winter"", ""< 4 Hours"", ""Inexpensive"")","c(""1"", ""2"", ""1"", ""1"", ""1/4"", ""1/2"", ""1"", ""1"", ""1"", ""1"")","c(""ham"", ""cooking apples"", ""onion"", ""cider"", ""heavy cream"", ""cheddar cheese"", ""flat leaf parsley"", ""cornflour"", ""egg"")",NA,NA,747.2,45.8,19.8,176,2203.2,45.7,5.4,13.5,38.7,4,NA,"c(""Preheat oven to 375f/Gas Mark 5."", ""For the pastry:"", ""Divide your pastry in half. Roll first half large enough to line a greased pie dish with it (I use a deep 8\"" dish), ensuring you have a 'rim' to stick the pastry lid to. Roll the remaining half large enough to cover the top of the dish."", ""For the pie:"", ""Saute the onions and ham in a little butter until the onions are soft, then mix in the chopped parsley and tip into your pastry lined dish."", ""Blend the cider into the cornflour a little at a time until smooth, mix in the cream and then pour over the contents of the pie dish. Sprinkle the cup of grated cheddar evenly over it all."", 
""Moisten the rim of the pastry in the dish with water and place your remaining rolled-out circle on top. Crimp all around the edge with fingers or a fork."", ""Brush the top of the pie with the beaten egg, then cut a cross in the middle of the pie, fold back the 4 flaps and bake in the oven for roughly 45 minutes - until pastry is golden brown and filling looks cooked."")"
202498,Swedish Pancakes,382071,Engrossed,NA,PT20M,PT20M,2006-12-30T16:02:00Z,These are very thin and crepe like but are heavier. They have a very smooth texture. I've read that these may not be authentic Swedish pancakes but the recipe was passed down to my great Grandmother Helen from my Swedish great great Grandmother Maria. It is over 100 years old...possibly 150 or more! Some of my Swedish relatives started the famous Svenhards bakery here in California. They no longer own it but their original packages have my great great Aunt Tilda's (Maria's sister) photo on them! There are similar recipes on Zaar but none with these proportions. My family eats them with maple syrup with melted butter in it and boysenberry syrup drizzled over that and then sprinkled with powdered sugar. You can also eat them with fresh fruit or jam. Servings are an estimate...some people eat 3...or some like me can eat 10! *My Grandmother makes these with up to 5 eggs sometimes and does add a pinch or two of salt.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/24/98/piccyAHK9.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/202498/BOqBLtTaR9XtJWficDLA_20170702_095532.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/24/98/picI8mPgV.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/24/98/picE7Q806.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/24/98/picKsP2A3.jpg""
)",Breakfast,"c(""Swedish"", ""Scandinavian"", ""European"", ""Kid Friendly"", ""Brunch"", ""< 30 Mins"")","c(""2"", ""1 1/2"", ""1"", ""1/4"", ""1"", ""3"", ""1/2"")","c(""milk"", ""flour"", ""sugar"", ""baking powder"", ""salt"", ""eggs"", ""butter"")",5,23,510,31.5,18.6,217.6,339.3,42.9,1.3,1.3,13.8,NA,NA,"c(""Mix everything in a blender."", ""**You make these like a crepe but cook both sides. I'm not very good at it so my directions may not be right on -- I'm writing this from past observation -- I use a crepe maker and only cook one side.**."", ""Fill a large pot halfway with water and set to simmer. Place a heat proof plate on top of the pot -- You can stack the pancakes on it to keep them warm as you're making more."", ""Heat a small non-stick skillet over medium heat. Grease it lightly with butter."", 
""Pour a small amount of batter (tablespoon or 2) in the center of the skillet and tilt it in a circular pattern so that it coats the whole bottom in a very thin layer, like a crepe."", ""Cook it until solid and flip it over. It should be lightly browned on each side. Stack them on the warmed plate."", ""To serve them you fold them into thirds and put toppings over them. Or you can fill them like a crepe."", ""I hope you enjoy them as much as I do! I wish I had the knack for making them."")"
202500,Mom's Dinner Salad,382071,Engrossed,NA,PT10M,PT10M,2006-12-30T16:02:00Z,This is my Grandmother's recipe. It's different but has a nice mix of flavors and textures. I'm sorry I don't have exact measurements for the salad.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/00/picVE0vSW.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/00/picEK56s8.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/00/picmK2IUC.jpg"")",Salad Dressings,"c(""Fruit"", ""Vegetable"", ""Very Low Carbs"", ""Low Protein"", ""Low Cholesterol"", ""< 15 Mins"", ""Easy"")","c(""6"", ""3"", ""1"", ""1 -2"", ""1/2"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)","c(""rice vinegar"", ""lemon juice"", ""white sugar"", ""salt"", ""pepper"", ""paprika"", ""lettuce"", ""bacon bits"", ""raisins"", ""banana chips"", ""tomatoes"", ""green onion"")",5,6,193.5,20.4,2.6,0,290.7,3.5,0,3.2,0,4,NA,"c(""Whisk salad dressing ingredients together."", ""Toss salad ingredients together."", ""Toss salad with dressing."")"
202501,Wild Rice and Turkey Casserole,65197,katie in the UP,PT55M,PT15M,PT1H10M,2006-12-30T16:03:00Z,"Adapted from a recipe found in  Pillsbury's Jan/Feb 2007 Classic Recipes Cookbook.
Perfect recipe for left overs!!","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/01/pic8nBAM0.jpg""",One Dish Meal,"c(""Turkey Breasts"", ""Poultry"", ""Rice"", ""Meat"", ""Oven"", ""< 4 Hours"")","c(""1"", ""1"", ""2"", ""2"", ""1"", ""1/2"", ""1/2"", ""2"", ""1/2"", ""1"")","c(""cooked white rice"", ""lowfat mozzarella cheese"", ""fat-free evaporated milk"", ""red bell pepper"", ""green bell pepper"", ""eggs"", ""black pepper"", ""fresh parsley"")",4,1,143.4,2,0.6,72.8,90.9,22.8,1.1,7.6,8.5,6,NA,"c(""Heat oven to 350 degrees."", ""Spray 11X7 inch baking dish with cooking spray."", ""In baking dish, mix white and wild rice; spread evenly over bottom."", ""In a large bowl, mix turkey, cheese, milk, eggs, bell peppers and black pepper."", ""Spoon over rice."", ""Bake 45 to 55 minutes or until knife inserted in center comes out clean and top is lightly browned."", ""Sprnkle with parsley."")"
202503,Salmon Canapes,114882,marisk,PT2H,PT96H30M,PT98H30M,2006-12-30T16:03:00Z,"Watching this being prepared on television made me wish I could reach in and taste it too! Yes, prep time is 96.5 hours and cook time is 2 hours.  It makes about 60 canapes",character(0),NA,NA,"c(""1/2"", ""1/4"", ""1/4"", ""4"", ""2"", ""1 3/4"", ""1"", NA, ""2"", ""1"", ""1"", ""1/4"", NA, ""1"", ""2"", ""6"")","c(""salt"", ""ground black pepper"", ""cayenne"", ""paprika"", ""garlic powder"", ""onion powder"", ""salmon"", ""sour cream"", ""fresh chives"", ""lemon juice"", ""salt"", ""butter"", ""black caviar"")",NA,NA,106.1,4.3,1.7,32.9,1595.8,10.3,2.9,2.1,8.5,NA,60 canapes,"c(""In a small bowl, combine the tasso curing spices and mix well. On a large sheet pan spread a piece of plastic wrap. Sprinkle 3/4 of the tasso curing spices on the wrap, the lay the side of salmon on top. Cover the salmon with the remaining spices, using more on the head end of the fish. Wrap the fish securely in the plastic and refrigerate for 4 days."", ""Soak wood chips in water for at least 30 minutes and prepare the grill. Drain the chips and place in a stovetop smoker. Unwrap the fish and place on the smoker, skin side down. Cover the smoker and cook for approximately 5 minutes to impart a smoky flavor."", 
""Remove the fish from the smoker, brush the excess cure from the surface of the fish and allow to rest, covered, in the refrigerator at least 1 hour, or overnight."", ""In a medium bowl, mix together the sour cream, chives, lemon juice, salt and Creole seasoning to taste. Cover and refrigerate until needed."", ""Preheat oven to 350 degrees F."", ""Lightly spread the sliced bread with butter and cut into either triangles or squares. Toast the bread slices in the oven until just golden, about 4 minutes. Allow to crisp on a cooling rack. Slice the salmon thinly on a diagonal with a very sharp knife. Fold 1 slice onto each toast and top with a dollop of chive sour cream and caviar.""
)"
202508,Caramel Ice Cream Delight,36187,dojemi,PT20M,PT20M,PT40M,2006-12-30T16:04:00Z,I just discovered this recipe on Yahoo.  Original source unknown.  Sounds positively yummy.  Prep time is approximate and does not include freezing.,character(0),Frozen Desserts,"c(""Dessert"", ""< 60 Mins"")","c(""1 1/2"", ""1"", ""1/2"", ""1 1/2"", ""1"", ""6"", ""1/2"")","c(""flour"", ""oatmeal"", ""brown sugar"", ""pecans"", ""butter"", ""vanilla ice cream"")",5,1,565,35.4,16.6,79.5,258.2,57.5,3.2,28.2,7.2,NA,NA,"c(""Combine first 4 ingredients."", ""Stir in butter."", ""Spread mix in thin layer on cookie sheet and bake at 350 degrees for 20 minutes or until browned."", ""Cool and crumble."", ""Spread 1/2 of crumbs in a 13 x 9 inch dish."", ""Spoon caramel over the crumbs."", ""Slice softened ice cream over topping and top with remaining crumbs."", ""Cover and freeze until firm."")"
202509,Bully Hill Coleslaw,226918,Wineaux,PT4H,PT30M,PT4H30M,2006-12-30T16:04:00Z,"This recipe is from the Bully Hill wine site. I've found it to be a refreshing, tasty alternative to ordinary coleslaw. Cook time is chill time and the number of servings is an estimate.
When we can't get the Sweet Walter White, we use Bully Hill white wine - not quite as sweet, but very good, too!",character(0),Vegetable,"c(""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""Beginner Cook"", ""Easy"")","c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1/2"", NA)","c(""cabbage"", ""chunk pineapple"", ""white wine"", ""mayonnaise"", ""craisins"")",NA,NA,242.5,10.2,1.5,7.6,232.4,33.9,4,23.8,2.3,8,NA,"c(""Mix wine with mayonaise and toss with remaining ingredients."", ""Allow to chill 4 hours before serving."")"
202510,Cornbread &amp; Sausage Wheel,42290,Aunt Willie,PT20M,PT20M,PT40M,2006-12-30T16:04:00Z,"When my Nana passed away a few years ago, I was lucky enough to receive her shoebox of recipes. They are a mix of ones cut from magazines and handwritten cards. I am posting some that I remember.",character(0),Breads,"c(""< 60 Mins"", ""Easy"")","c(""1"", ""1"", ""1/2"", ""4"", ""1"", ""1"", ""1"", ""2"", ""1/2"")","c(""pork sausage link"", ""flour"", ""salt"", ""baking powder"", ""yellow cornmeal"", ""egg"", ""milk"", ""onion"")",NA,NA,2538.9,140,47.9,572.5,5738.9,210.9,13.1,3.9,106.2,NA,1 wheel,"c(""Preheat overn to 425 degrees."", ""Brown sausage links in oven-proof skillet (cast iron works best) over low heat on top of stove."", ""Drain fat, reserving 2 tablespoons."", ""Arrange browned links in pan, so that they look like spokes of a wheel."", ""Sift together flour, salt, baking powder and corn meal in a medium bowl."", ""Make a well in the center and add egg, milk and the reserved 2 tablespoons of drippings."", ""Beat by hand until smooth, making sure not to over mix."", ""Fold in chopped onions."", 
""Pour mixture evenly over suasage links."", ""Bake at 425 degrees for 20 minutes or until tester comes out clean."", ""To serve, invert onto plate or platter."", ""Cut into wedges, keeping the sausage link in the center of the wedge."")"
202513,Zooma's Spiced Pumpkin Cheesecake,290201,LadyLaura,PT2H,PT1H,PT3H,2006-12-30T16:06:00Z,A cheesecake from a local restaurant called Zooma. This was published in the Providence Journal on Wednesday 12/27/06,character(0),Cheesecake,"c(""Dessert"", ""Cheese"", ""Thanksgiving"", ""< 4 Hours"")","c(""1 1/2"", ""1 1/2"", ""1 1/4"", ""1/4"", ""1/4"", ""4"", ""1 1/2"", ""3"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1/2"", ""1/2"", ""1"", ""5"", ""1"", ""6"", ""4"", ""1 1/2"", ""7"")","c(""graham crackers"", ""walnuts"", ""brown sugar"", ""unsalted butter"", ""cream cheese"", ""sugar"", ""eggs"", ""pumpkin puree"", ""heavy cream"", ""vanilla extract"", ""ground cinnamon"", ""ground allspice"", ""ground nutmeg"", ""ground ginger"", ""ground cloves"", ""sour cream"", ""heavy cream"", ""cinnamon"", ""sugar"", ""water"", ""butter"", ""heavy cream"")",NA,NA,830.6,62.9,32.5,217.1,371.7,61.4,1.6,51,10.4,NA,1 cheesecake,"c(""Crust."", ""Position rack in center of oven and preheat to 350 degrees."", ""Wrap outside of spring-form pan with heavy duty foil to prevent leaking."", ""Combine cookies, graham crackers, 1 cup of walnuts and brown sugar in food processor."", ""Reserve remaining walnuts for topping of cake."", ""Slowly add butter and pulse the processor until crumbs begin to stick together."", ""Press crumbs into the bottom, not sides of pan."", ""Filling."", ""Using an electric mixer, beat cream cheese and sugar until smooth and fluffy."", 
""Transfer 3/4 cup of the mixture to small bowl; cover tightly and refrigerate for topping."", ""Beat in eggs one at a time."", ""Add pumpkin and remaining seven ingredients."", ""Beat until just blended."", ""Pour filling into prepared crust."", ""Place spring-form pan in large roasting pan."", ""Add enough water to come halfway up sides of spring-form pan."", ""Bake until slightly puffed and softly set and top is golden, about 1 1/2 hours."", ""Transfer pan to rack and cool."", ""Refrigerate cake overnight, or if needed that day it can be placed in freezer for 6 hours."", 
""Topping."", ""Bring remaining 3/4 cup cream cheese mixture to room temperature."", ""Add sour cream, heavy cream and cinnamon to cream cheese misture and stir to combine."", ""Remove cheesecake from refrigerator."", ""Press down firmly on sides of cheesecake to even its thickness."", ""Using a knife, cut around sides of pan to loosen cake; release pan sides."", ""Spread topping mixture evenly over cheesecake."", ""Caramel Sauce."", ""Cook sugar and water until sugar browns, stirring constantly."", ""Remove from heat and blen in butter, then stir in cream immediately."", 
""Drizzle caramel sauce over cake and refrigerate until caramel sets, about 20 minutes."", ""Remove from refrigerator and dust the edges of cheesecake with the reserved 1/4 cup of  of toasted walnuts."", ""Slice and serve."")"
202514,Crock Pot Curried Split Pea Soup,130513,gobruijns,NA,PT25M,PT25M,2006-12-30T16:06:00Z,A spin off your regular split pea soup recipe and a great way to use up leftover ham!  I used my leftover ham bone from Christmas dinner. The kids loved it.  I got this recipe using Better Homes and Gardens' &quot;Slow Cooker Meals.&quot;,character(0),Ham,"c(""Pork"", ""Vegetable"", ""Meat"", ""Winter"", ""< 30 Mins"", ""Easy"")","c(""1"", ""1"", ""1 1/2"", ""1 1/2"", ""1"", ""1"", ""3 -4"", ""1"", ""2"", ""1/4"", ""6"")","c(""ham bone"", ""cooked ham"", ""celery"", ""onion"", ""carrot"", ""curry powder"", ""dried marjoram"", ""bay leaves"", ""ground black pepper"", ""water"")",5,2,376.5,7.1,2.4,31.7,70.8,51.7,21,8.5,28.4,6,NA,"c(""In a 5- to 6-quart slow cooker, combine split peas, pork hocks, ham, celery, onion, carrot, curry powder, marjoram, bay leaves, and pepper.  Stir in the water."", ""Cover and cook on low-heat setting for 9 to 11 hours or on high-heat setting for 4 1/2 to 5 1/2 hours."", ""Discard bay leaves."", ""Remove pork hocks."", ""When pork hocks are cool enough to handle, remove meat from bones; discard bones."", ""Coarsely chop meat."", ""Return meat to soup."")"
202515,Black and White Bean Chili,211579,Chef Grizzly,PT30M,PT10M,PT40M,2006-12-30T16:06:00Z,"When the snow flies, I like to make Chili, with and without meat.  This is a variation on black bean chili I came up with one night and liked.  Add some shredded chicken or cubed pork to it if you like.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/15/picHu3z0y.jpg""",Black Beans,"c(""Corn"", ""Beans"", ""Vegetable"", ""Low Cholesterol"", ""Healthy"", ""Spicy"", ""< 60 Mins"", ""Stove Top"", ""Easy"")","c(""1"", ""1"", ""2"", ""1"", ""2"", ""1"", ""1"", ""3"", ""1"", ""1 -2"", NA, ""2"")","c(""red onion"", ""olive oil"", ""white beans"", ""black beans"", ""corn kernels"", ""chopped tomatoes"", ""chicken broth"", ""cumin"", ""salt"", ""celery"")",4,1,419.2,7,1.2,0,735.3,75.2,15.9,10.1,20,NA,2 qt,"c(""In a large pot, heat oil and sauté onions."", ""Add rest through chili relish (separate recipe as Chile Relish). Bring to a boil."", ""Reduce heat & simmer 15-20 minute (If you decide to add cooked chicken or pork, add it now & let simmer 30-40 min)"", ""Add Cumin and Salt to taste, add celery & simmer another 5 minute."")"
